first x,goalfunction,id,tabu tenure,time
1,23815.70831598359,replicate_20.csv,30,0.0
1,23589.25037229879,replicate_20.csv,30,1.1920928955078125e-06
1,23414.39019453642,replicate_20.csv,30,0.0047571659088134766
1,23358.49741196062,replicate_20.csv,30,0.005330085754394531
1,23195.745345401316,replicate_20.csv,30,0.012559175491333008
1,23115.35337712447,replicate_20.csv,30,0.01280522346496582
1,22837.80290039137,replicate_20.csv,30,0.023639202117919922
1,22684.633454757044,replicate_20.csv,30,0.026830196380615234
1,22570.267228654237,replicate_20.csv,30,0.03622913360595703
1,22570.267228654207,replicate_20.csv,30,0.03629803657531738
1,22540.99830685192,replicate_20.csv,30,0.048891305923461914
1,22540.998306851892,replicate_20.csv,30,0.08902931213378906
1,22450.8318166924,replicate_20.csv,30,0.10545611381530762
1,22316.336492004048,replicate_20.csv,30,0.1453402042388916
1,22196.90108004224,replicate_20.csv,30,0.18577218055725098
1,22149.549748107238,replicate_20.csv,30,0.22814702987670898
1,22122.059888980206,replicate_20.csv,30,0.2729470729827881
1,22002.624477018428,replicate_20.csv,30,0.31471705436706543
1,21968.89044334588,replicate_20.csv,30,0.35987305641174316
1,21933.74250692659,replicate_20.csv,30,0.41381406784057617
1,21893.166714825667,replicate_20.csv,30,0.47235727310180664
1,21837.970593384525,replicate_20.csv,30,0.5487720966339111
1,21750.191741152114,replicate_20.csv,30,0.6222422122955322
1,21541.1537451974,replicate_20.csv,30,0.6882200241088867
1,21541.15374519737,replicate_20.csv,30,0.7494451999664307
1,21392.51255478614,replicate_20.csv,30,0.7663791179656982
1,21392.51255478611,replicate_20.csv,30,0.8288719654083252
1,21376.00702652696,replicate_20.csv,30,0.8791091442108154
1,21217.952567632543,replicate_20.csv,30,0.923288106918335
1,21199.505383554788,replicate_20.csv,30,0.9630222320556641
1,21155.206415841356,replicate_20.csv,30,1.1014761924743652
1,21120.058479422063,replicate_20.csv,30,1.2006652355194092
1,20957.676930174843,replicate_20.csv,30,1.275102138519287
1,20897.71444444699,replicate_20.csv,30,1.355700969696045
1,20897.71444444696,replicate_20.csv,30,1.4640820026397705
1,20828.991432703624,replicate_20.csv,30,1.4988391399383545
1,20670.037499825237,replicate_20.csv,30,1.5101220607757568
1,20574.36249796796,replicate_20.csv,30,1.5102651119232178
1,20466.9019567105,replicate_20.csv,30,1.635310173034668
1,20424.20938766506,replicate_20.csv,30,1.7404100894927979
1,20424.209387665032,replicate_20.csv,30,1.8187589645385742
1,20317.6380919558,replicate_20.csv,30,1.8616600036621094
1,20235.039248039393,replicate_20.csv,30,1.893050193786621
1,20118.008594097628,replicate_20.csv,30,1.8969590663909912
1,20021.366744457686,replicate_20.csv,30,1.8990662097930908
1,20021.366744457657,replicate_20.csv,30,1.9030981063842773
1,19995.606740659772,replicate_20.csv,30,1.9070160388946533
1,19782.516862344288,replicate_20.csv,30,1.910757303237915
1,19696.631469110813,replicate_20.csv,30,1.9156548976898193
1,19598.421943195688,replicate_20.csv,30,1.9226739406585693
1,19435.669876636384,replicate_20.csv,30,1.9230551719665527
1,19337.24794107428,replicate_20.csv,30,1.9233381748199463
1,19337.247941074253,replicate_20.csv,30,1.9336421489715576
1,19287.662071665283,replicate_20.csv,30,1.9361121654510498
1,19287.662071665254,replicate_20.csv,30,1.939446210861206
1,19248.520460988628,replicate_20.csv,30,1.9399151802062988
1,19046.844316007395,replicate_20.csv,30,1.942418098449707
1,18923.706468042015,replicate_20.csv,30,1.9433751106262207
1,18735.48345462812,replicate_20.csv,30,1.970597267150879
1,18698.1158830614,replicate_20.csv,30,1.9753391742706299
1,18637.014814012247,replicate_20.csv,30,1.977210283279419
1,18627.757690194936,replicate_20.csv,30,1.9786739349365234
1,18351.6285250058,replicate_20.csv,30,1.9858181476593018
1,18263.06234421392,replicate_20.csv,30,1.9937150478363037
1,18113.760799804237,replicate_20.csv,30,2.004955291748047
1,18046.82861635153,replicate_20.csv,30,2.0122311115264893
1,17839.619570388488,replicate_20.csv,30,2.0156590938568115
1,17713.855251787143,replicate_20.csv,30,2.0218710899353027
1,17591.086042509036,replicate_20.csv,30,2.026824951171875
1,17556.814919410535,replicate_20.csv,30,2.0331931114196777
1,17396.489533142012,replicate_20.csv,30,2.0337133407592773
1,17380.60289348007,replicate_20.csv,30,2.036626100540161
1,17141.490399324684,replicate_20.csv,30,2.0371270179748535
1,16979.108850077493,replicate_20.csv,30,2.0383989810943604
1,16974.591721216682,replicate_20.csv,30,2.047516107559204
1,16954.15443109357,replicate_20.csv,30,2.0511600971221924
1,16927.134560344944,replicate_20.csv,30,2.0564119815826416
1,16869.273824818927,replicate_20.csv,30,2.0625112056732178
1,16825.2599576957,replicate_20.csv,30,2.068366050720215
1,16808.321180652332,replicate_20.csv,30,2.0727920532226562
1,16633.898115001764,replicate_20.csv,30,2.0789120197296143
1,16538.223113144457,replicate_20.csv,30,2.0803720951080322
1,16538.223113144428,replicate_20.csv,30,2.0861802101135254
1,16471.5586977583,replicate_20.csv,30,2.096137046813965
1,16293.927224743064,replicate_20.csv,30,2.102569103240967
1,16293.927224743034,replicate_20.csv,30,2.1113901138305664
1,16184.833055634983,replicate_20.csv,30,2.1194629669189453
1,16027.72135981117,replicate_20.csv,30,2.126753091812134
1,16027.721359811141,replicate_20.csv,30,2.1297271251678467
1,15881.380474214267,replicate_20.csv,30,2.1552939414978027
1,15769.555157136143,replicate_20.csv,30,2.1916229724884033
1,15753.481247542455,replicate_20.csv,30,2.2228779792785645
1,15678.589814512205,replicate_20.csv,30,2.331895112991333
1,15606.606876916747,replicate_20.csv,30,2.3965229988098145
1,15542.571957196196,replicate_20.csv,30,2.4607622623443604
1,15542.571957196167,replicate_20.csv,30,2.5270400047302246
1,15361.35048305022,replicate_20.csv,30,2.5983970165252686
1,15361.350483050192,replicate_20.csv,30,2.664574146270752
1,15255.842217512807,replicate_20.csv,30,2.73490309715271
1,15124.017309533054,replicate_20.csv,30,2.798133134841919
1,15098.276784441405,replicate_20.csv,30,2.852860927581787
1,14966.705070143333,replicate_20.csv,30,2.913356065750122
1,14716.728502378362,replicate_20.csv,30,2.975696325302124
1,14712.28906586187,replicate_20.csv,30,3.033461093902588
1,14559.278852866497,replicate_20.csv,30,3.1003901958465576
1,14559.278852866468,replicate_20.csv,30,3.163784980773926
1,14466.195750668761,replicate_20.csv,30,3.225504159927368
1,14251.983266204974,replicate_20.csv,30,3.301936149597168
1,14212.049470602302,replicate_20.csv,30,3.361514091491699
1,14062.265105824306,replicate_20.csv,30,3.419138193130493
1,13970.605247747037,replicate_20.csv,30,3.475450277328491
1,13926.895529195928,replicate_20.csv,30,3.5315372943878174
1,13897.626607393613,replicate_20.csv,30,3.587423086166382
1,13806.809707682027,replicate_20.csv,30,3.6446468830108643
1,13798.279109675175,replicate_20.csv,30,3.7993862628936768
1,13587.73205745194,replicate_20.csv,30,3.949644088745117
1,13579.46261792761,replicate_20.csv,30,4.109464168548584
1,13488.645718216023,replicate_20.csv,30,4.255602121353149
1,13488.645718215994,replicate_20.csv,30,4.413252115249634
1,13448.547815150872,replicate_20.csv,30,4.4739110469818115
1,13448.547815150843,replicate_20.csv,30,4.539867877960205
