first x,goalfunction,id,tabu tenure,time,rel max
1,23815.70831598359,replicate_20.csv,30,0.0,1.0
1,23589.25037229879,replicate_20.csv,30,9.5367431640625e-07,0.990491236259691
1,23414.39019453642,replicate_20.csv,30,0.004752159118652344,0.9831490159300519
1,23358.49741196062,replicate_20.csv,30,0.005309104919433594,0.9808021286641255
1,23195.74534540132,replicate_20.csv,30,0.011230945587158205,0.9739683169462489
1,23115.35337712447,replicate_20.csv,30,0.011491060256958008,0.970592731084589
1,22837.80290039137,replicate_20.csv,30,0.01885414123535156,0.9589386382039323
1,22684.633454757044,replicate_20.csv,30,0.02245306968688965,0.9525071920507424
1,22570.267228654237,replicate_20.csv,30,0.0325770378112793,0.9477050579052695
1,22570.267228654207,replicate_20.csv,30,0.032644033432006836,0.9477050579052683
1,22540.998306851918,replicate_20.csv,30,0.04707908630371094,0.9464760824150602
1,22540.99830685189,replicate_20.csv,30,0.09337496757507324,0.946476082415059
1,22450.831816692404,replicate_20.csv,30,0.11005306243896484,0.9426900732414846
1,22316.336492004048,replicate_20.csv,30,0.15150094032287598,0.9370427364961781
1,22196.90108004224,replicate_20.csv,30,0.19141387939453125,0.9320277518323943
1,22149.54974810724,replicate_20.csv,30,0.2294540405273437,0.9300395123348849
1,22122.05988898021,replicate_20.csv,30,0.2775290012359619,0.9288852380734479
1,22002.624477018428,replicate_20.csv,30,0.3162531852722168,0.9238702534096651
1,21968.89044334588,replicate_20.csv,30,0.3594002723693848,0.9224537919202579
1,21933.742506926592,replicate_20.csv,30,0.4073331356048584,0.9209779619364106
1,21893.166714825667,replicate_20.csv,30,0.4674291610717773,0.919274221213583
1,21837.970593384525,replicate_20.csv,30,0.5330219268798828,0.9169565861170825
1,21750.191741152117,replicate_20.csv,30,0.6044578552246094,0.9132708316953467
1,21541.1537451974,replicate_20.csv,30,0.6620900630950928,0.9044935157666651
1,21541.153745197367,replicate_20.csv,30,0.7194752693176271,0.9044935157666637
1,21392.51255478614,replicate_20.csv,30,0.7353582382202148,0.8982522069448107
1,21392.51255478611,replicate_20.csv,30,0.7942640781402588,0.8982522069448095
1,21376.00702652696,replicate_20.csv,30,0.8408260345458984,0.8975591547777205
1,21217.952567632543,replicate_20.csv,30,0.8814530372619629,0.8909225913466702
1,21199.505383554788,replicate_20.csv,30,0.9194648265838624,0.8901480108121339
1,21155.20641584136,replicate_20.csv,30,1.038443088531494,0.8882879373209038
1,21120.058479422063,replicate_20.csv,30,1.1278550624847412,0.8868121073370563
1,20957.676930174843,replicate_20.csv,30,1.2035930156707764,0.8799938533051894
1,20897.71444444699,replicate_20.csv,30,1.2820870876312256,0.8774760828936493
1,20897.71444444696,replicate_20.csv,30,1.3872840404510498,0.8774760828936481
1,20828.991432703624,replicate_20.csv,30,1.4222800731658936,0.8745904659373297
1,20670.03749982524,replicate_20.csv,30,1.4328110218048096,0.8679161344091885
1,20574.36249796796,replicate_20.csv,30,1.4328739643096924,0.8638988278236409
1,20466.9019567105,replicate_20.csv,30,1.5240309238433838,0.8593866571238788
1,20424.209387665058,replicate_20.csv,30,1.603640079498291,0.857594034856298
1,20424.209387665032,replicate_20.csv,30,1.6747651100158691,0.8575940348562969
1,20317.6380919558,replicate_20.csv,30,1.7129671573638916,0.8531192027708826
1,20235.039248039397,replicate_20.csv,30,1.7391879558563232,0.8496509522019517
1,20118.008594097628,replicate_20.csv,30,1.742415189743042,0.8447369411471881
1,20021.36674445769,replicate_20.csv,30,1.743746042251587,0.8406790374998261
1,20021.366744457657,replicate_20.csv,30,1.7472271919250488,0.8406790374998248
1,19995.60674065977,replicate_20.csv,30,1.7510130405426023,0.8395973982953087
1,19782.516862344288,replicate_20.csv,30,1.754629135131836,0.8306499474998827
1,19696.631469110813,replicate_20.csv,30,1.7581140995025637,0.8270436977048332
1,19598.421943195688,replicate_20.csv,30,1.7645630836486816,0.8229199687519885
1,19435.669876636384,replicate_20.csv,30,1.7649269104003906,0.8160861570341118
1,19337.24794107428,replicate_20.csv,30,1.7652010917663574,0.8119535091927688
1,19337.247941074253,replicate_20.csv,30,1.7738289833068848,0.8119535091927675
1,19287.662071665283,replicate_20.csv,30,1.776142120361328,0.8098714434926393
1,19287.66207166525,replicate_20.csv,30,1.7792408466339111,0.809871443492638
1,19248.520460988628,replicate_20.csv,30,1.779684066772461,0.8082279227475357
1,19046.844316007395,replicate_20.csv,30,1.7816400527954102,0.7997597242667086
1,18923.70646804201,replicate_20.csv,30,1.7823400497436523,0.7945892776718979
1,18735.483454628116,replicate_20.csv,30,1.7947981357574463,0.7866859639884844
1,18698.1158830614,replicate_20.csv,30,1.8004751205444336,0.7851169335371988
1,18637.014814012247,replicate_20.csv,30,1.8023972511291504,0.7825513550442784
1,18627.757690194936,replicate_20.csv,30,1.803814172744751,0.782162656808035
1,18351.6285250058,replicate_20.csv,30,1.8093860149383545,0.7705682435104965
1,18263.06234421392,replicate_20.csv,30,1.8168671131134035,0.7668494298763691
1,18113.76079980424,replicate_20.csv,30,1.826509952545166,0.7605803933888221
1,18046.82861635153,replicate_20.csv,30,1.831751108169556,0.7577699716887969
1,17839.619570388488,replicate_20.csv,30,1.833923101425171,0.7490694517120731
1,17713.855251787143,replicate_20.csv,30,1.8391890525817869,0.7437887219965122
1,17591.086042509036,replicate_20.csv,30,1.8441379070281985,0.738633754205959
1,17556.814919410535,replicate_20.csv,30,1.8490102291107176,0.7371947408185008
1,17396.489533142012,replicate_20.csv,30,1.849480152130127,0.7304628232059172
1,17380.602893480067,replicate_20.csv,30,1.852478265762329,0.7297957576099179
1,17141.490399324684,replicate_20.csv,30,1.8529920578002932,0.7197556407684254
1,16979.108850077493,replicate_20.csv,30,1.8542618751525881,0.7129373867365597
1,16974.591721216682,replicate_20.csv,30,1.8619840145111084,0.7127477165910877
1,16954.154431093568,replicate_20.csv,30,1.8651981353759768,0.7118895733080094
1,16927.134560344944,replicate_20.csv,30,1.870006084442139,0.7107550334324731
1,16869.273824818927,replicate_20.csv,30,1.8760528564453125,0.7083255136063848
1,16825.2599576957,replicate_20.csv,30,1.882376194000244,0.7064774112304548
1,16808.321180652332,replicate_20.csv,30,1.8877880573272705,0.7057661673397158
1,16633.898115001764,replicate_20.csv,30,1.8939850330352783,0.6984423009513494
1,16538.223113144457,replicate_20.csv,30,1.894767999649048,0.6944249943658007
1,16538.223113144428,replicate_20.csv,30,1.8998792171478271,0.6944249943657994
1,16471.5586977583,replicate_20.csv,30,1.909224271774292,0.6916258160041219
1,16293.927224743064,replicate_20.csv,30,1.9139580726623533,0.6841672314993721
1,16293.927224743034,replicate_20.csv,30,1.921588897705078,0.6841672314993708
1,16184.833055634983,replicate_20.csv,30,1.928136110305786,0.6795864662472689
1,16027.72135981117,replicate_20.csv,30,1.9339959621429443,0.67298948858281
1,16027.72135981114,replicate_20.csv,30,1.9364500045776367,0.6729894885828087
1,15881.380474214267,replicate_20.csv,30,1.9475021362304688,0.6668447674745703
1,15769.555157136145,replicate_20.csv,30,1.9568541049957275,0.6621493237953633
1,15753.481247542457,replicate_20.csv,30,1.9700560569763184,0.6614743949047159
1,15678.589814512205,replicate_20.csv,30,2.0402820110321045,0.6583297715310752
1,15606.606876916749,replicate_20.csv,30,2.0982520580291752,0.6553072732437937
1,15542.571957196196,replicate_20.csv,30,2.1542670726776123,0.6526185050211171
1,15542.571957196167,replicate_20.csv,30,2.2139382362365723,0.652618505021116
1,15361.350483050219,replicate_20.csv,30,2.277574062347412,0.6450091796237132
1,15361.350483050193,replicate_20.csv,30,2.3490591049194336,0.6450091796237121
1,15255.842217512807,replicate_20.csv,30,2.421474933624268,0.6405789832114317
1,15124.017309533054,replicate_20.csv,30,2.488124132156372,0.6350437748426225
1,15098.276784441403,replicate_20.csv,30,2.545801877975464,0.6339629535313211
1,14966.705070143333,replicate_20.csv,30,2.605640172958374,0.6284383765356512
1,14716.728502378362,replicate_20.csv,30,2.665735244750977,0.6179420870930565
1,14712.289065861867,replicate_20.csv,30,2.721978187561035,0.6177556791786837
1,14559.278852866497,replicate_20.csv,30,2.7916951179504395,0.6113309190596374
1,14559.278852866468,replicate_20.csv,30,2.85160493850708,0.6113309190596361
1,14466.19575066876,replicate_20.csv,30,2.9071779251098637,0.6074224439908835
1,14251.983266204974,replicate_20.csv,30,2.969641923904419,0.5984278559810858
1,14212.049470602302,replicate_20.csv,30,3.028049230575561,0.5967510721091625
1,14062.265105824306,replicate_20.csv,30,3.0867350101470947,0.5904617624320923
1,13970.605247747037,replicate_20.csv,30,3.1425261497497563,0.5866130480935918
1,13926.895529195928,replicate_20.csv,30,3.2007369995117188,0.5847777166404529
1,13897.626607393611,replicate_20.csv,30,3.257456064224243,0.5835487411502436
1,13806.809707682029,replicate_20.csv,30,3.317613124847412,0.5797354218692616
1,13798.279109675175,replicate_20.csv,30,3.4665331840515137,0.5793772297931046
1,13587.732057451942,replicate_20.csv,30,3.6133730411529537,0.5705365499598734
1,13579.46261792761,replicate_20.csv,30,3.769321918487549,0.5701893236916216
