first x,goalfunction,id,rel max,tabu tenure,int(time)
10,"6070,8173981",10,"0,2502176579",30,19
5,"8476,6609517",10,"0,3493780344",30,19
1,"8485,3071286",10,"0,3497343993",30,20
10,"5724,0125221",10,"0,2359235854",30,20
5,"8241,4509401",10,"0,3396835082",30,20
1,"8015,0402585",10,"0,3303516594",30,21
10,"5525,386113",10,"0,2277369061",30,21
5,"8037,3017013",10,"0,3312691974",30,21
5,"7854,0364421",10,"0,3237156505",30,22
10,"4961,6385827",10,"0,2045012235",30,22
1,"7573,6722171",10,"0,3121600271",30,22
5,"7837,2199368",10,"0,3230225336",30,23
10,"4471,1493228",10,"0,184284988",30,23
1,"7359,1059166",10,"0,3033163618",30,23
1,"7204,825927",10,"0,2969574854",30,24
5,"7623,4356994",10,"0,3142111022",30,24
10,"4328,4553282",10,"0,1784036454",30,24
5,"7550,1449185",10,"0,3111903149",30,25
1,"6939,6262781",10,"0,2860268922",30,25
10,"3884,7201582",10,"0,1601144485",30,25
10,"3759,9669315",10,"0,154972561",30,26
1,"6297,3050876",10,"0,2595526807",30,26
5,"7163,5021777",10,"0,2952542664",30,26
10,"3513,0970638",10,"0,1447974567",30,27
1,"5646,6185092",10,"0,2327336775",30,27
5,"6797,9050865",10,"0,2801856451",30,27
1,"5271,8865253",10,"0,2172885482",30,28
5,"6272,1947415",10,"0,2585177209",30,28
10,"3251,9929745",10,"0,134035668",30,28
10,"2937,752883",10,"0,121083801",30,29
5,"6082,0165182",10,"0,2506792461",30,29
1,"4992,9213843",10,"0,2057905901",30,29
10,"2680,2847934",10,"0,1104718754",30,30
1,"4516,3389206",10,"0,1861475437",30,30
5,"5909,7708002",10,"0,2435798857",30,30
5,"5855,8450639",10,"0,2413572573",30,31
1,"4389,0733756",10,"0,1809021073",30,31
10,"2561,3231185",10,"0,1055686952",30,31
1,"3793,6294581",10,"0,1563600114",30,32
5,"5767,1363191",10,"0,2377009961",30,32
10,"2383,3553769",10,"0,0982334933",30,32
10,"2362,7270267",10,"0,0973832656",30,33
1,"3575,4847259",10,"0,1473688558",30,33
5,"5720,9314866",10,"0,235796596",30,33
10,"2006,6155607",10,"0,0827056083",30,34
1,"3462,8050465",10,"0,1427245973",30,34
5,"5367,1535172",10,"0,2212151172",30,34
10,"1997,0491469",10,"0,0823113145",30,35
1,"3262,0563929",10,"0,1344504466",30,35
5,"5321,4020384",10,"0,2193294028",30,35
10,"1569,8525298",10,"0,0647037783",30,36
1,"3112,8736145",10,"0,1283016592",30,36
5,"5032,8455664",10,"0,2074361239",30,36
5,"5016,6928465",10,"0,2067703658",30,37
10,"1339,4815649",10,"0,0552087006",30,37
1,"2730,2032412",10,"0,1125293376",30,37
1,"2496,9982994",10,"0,1029174533",30,38
5,"5001,6161489",10,"0,2061489576",30,38
10,"1183,8228595",10,"0,0487929983",30,38
10,"870,17511048",10,"0,0358655456",30,39
5,"4990,9544789",10,"0,2057095212",30,39
1,"2341,8785597",10,"0,0965239654",30,39
5,"4638,7738472",10,"0,1911938791",30,40
1,"2178,9815938",10,"0,0898099276",30,40
10,"465,46579175",10,"0,0191848564",30,40
1,"1940,5918915",10,"0,0799843458",30,41
5,"4375,7406579",10,"0,1803525797",30,41
10,"465,46579175",10,"0,0191848564",30,41
5,"4336,7819061",10,"0,1787468375",30,42
10,"379,43730038",10,"0,0156390658",30,42
1,"1651,7015724",10,"0,0680773069",30,42
1,"1571,6524022",10,"0,0647779627",30,43
5,"4183,8299231",10,"0,1724426969",30,43
10,"314,21106594",10,"0,0129506707",30,43
5,"4073,7060362",10,"0,1679037791",30,44
1,"1249,7113663",10,"0,0515086899",30,44
10,"294,80184726",10,"0,0121506912",30,44
10,"168,03611914",10,"0,0069258555",30,45
5,"3970,0298498",10,"0,1636306127",30,45
1,"1098,6278202",10,"0,0452815596",30,45
1,"1098,6278202",10,"0,0452815596",30,46
10,"135,20497111",10,"0,0055726715",30,46
5,"3500,9616208",10,"0,1442972766",30,46
1,"1082,2487052",10,"0,0446064703",30,47
10,0,10,0,30,47
5,"3354,8181768",10,"0,1382737598",30,47
10,0,10,0,30,47
10,0,10,0,30,47
5,"3354,8181768",10,"0,1382737598",30,48
1,"1009,7883087",10,"0,0416199087",30,48
1,"782,61981931",10,"0,0322568256",30,49
5,"3240,7700308",10,"0,1335730979",30,49
1,"673,94983492",10,"0,0277778326",30,50
5,"3240,7700308",10,"0,1335730979",30,50
1,"665,76976821",10,"0,0274406791",30,51
5,"3040,8629057",10,"0,1253336321",30,51
10,0,10,0,30,52
10,0,10,0,30,52
10,0,10,0,30,52
10,0,10,0,30,52
1,"441,70814448",10,"0,0182056501",30,52
5,"2731,0166544",10,"0,1125628636",30,52
5,"2731,0166544",10,"0,1125628636",30,53
1,"42,576521108",10,"0,0017548539",30,53
1,0,10,0,30,54
5,"2555,8920643",10,"0,1053448464",30,54
1,0,10,0,30,55
1,0,10,0,30,55
1,0,10,0,30,55
5,"2527,2037477",10,"0,1041624152",30,55
5,"2495,6416717",10,"0,1028615379",30,56
10,0,10,0,30,56
10,0,10,0,30,56
10,0,10,0,30,56
10,0,10,0,30,56
10,0,10,0,30,56
5,"2444,8716093",10,"0,1007689752",30,57
5,"2285,5730891",10,"0,0942032527",30,58
5,"2200,3691211",10,"0,0906914459",30,59
1,0,10,0,30,59
1,0,10,0,30,59
1,0,10,0,30,59
5,"1768,8598303",10,"0,0729061566",30,60
10,0,10,0,30,60
10,0,10,0,30,60
1,"23714,751126",11,1,30,0
5,"23714,751126",11,1,30,0
10,"23714,751126",11,1,30,0
1,"11560,077512",11,"0,4874635812",30,1
10,"21650,347605",11,"0,912948548",30,1
5,"21426,3894",11,"0,9035047126",30,1
1,"8881,8196876",11,"0,3745272147",30,2
5,"20574,650766",11,"0,8675887281",30,2
10,"20508,457017",11,"0,8647974802",30,2
5,"19215,487806",11,"0,8102757522",30,3
10,"19854,355988",11,"0,837215448",30,3
1,"8684,1782594",11,"0,3661931012",30,3
1,"7134,4104441",11,"0,3008427289",30,4
5,"17351,431687",11,"0,7316725187",30,4
10,"18797,147645",11,"0,7926352482",30,4
10,"18512,701281",11,"0,7806407574",30,5
1,"6765,6052738",11,"0,2852910089",30,5
5,"15940,452197",11,"0,6721745513",30,5
1,"3351,346559",11,"0,1413190694",30,6
10,"17964,375351",11,"0,7575190335",30,6
5,"15287,66589",11,"0,6446479581",30,6
5,"14350,100602",11,"0,6051128484",30,7
1,"2889,2471735",11,"0,1218333331",30,7
10,"17606,252687",11,"0,7424177717",30,7
5,"13949,878252",11,"0,5882363335",30,8
1,"2759,450483",11,"0,1163600861",30,8
10,"17389,564787",11,"0,7332805094",30,8
1,"2587,2217348",11,"0,1090975706",30,9
5,"13067,263608",11,"0,5510183741",30,9
10,"17016,860308",11,"0,7175643639",30,9
5,"12596,280305",11,"0,5311580222",30,10
10,"16672,180452",11,"0,7030299565",30,10
1,"1636,2665054",11,"0,0689978358",30,10
10,"16393,42061",11,"0,6912752541",30,11
1,"1164,0592702",11,"0,0490858733",30,11
5,"11921,000732",11,"0,5026829364",30,11
1,"615,52548655",11,"0,0259553846",30,12
5,"11134,174455",11,"0,4695041663",30,12
10,"15808,984305",11,"0,6666308333",30,12
10,"15354,394058",11,"0,6474617413",30,13
1,0,11,0,30,13
1,0,11,0,30,13
1,0,11,0,30,13
5,"10299,424405",11,"0,4343045537",30,13
10,"14884,536967",11,"0,6276488793",30,14
5,"9740,9541887",11,"0,410755067",30,14
5,"9138,7191342",11,"0,3853601113",30,15
10,"14539,035203",11,"0,6130798138",30,15
5,"8695,5771554",11,"0,3666737681",30,16
10,"14120,366032",11,"0,5954254361",30,16
5,"8381,2824763",11,"0,3534206381",30,17
10,"13834,08818",11,"0,5833537154",30,17
1,0,11,0,30,17
1,0,11,0,30,17
1,0,11,0,30,17
1,0,11,0,30,17
10,"13674,668211",11,"0,5766313186",30,18
5,"8019,7891826",11,"0,3381772442",30,18
10,"13199,155308",11,"0,5565799632",30,19
5,"7655,248095",11,"0,3228053313",30,19
10,"12703,88516",11,"0,5356954873",30,20
5,"7391,1668161",11,"0,3116695924",30,20
5,"7179,901549",11,"0,3027609909",30,21
10,"12383,078643",11,"0,5221677671",30,21
5,"7098,5903579",11,"0,299332273",30,22
1,0,11,0,30,22
1,0,11,0,30,22
1,0,11,0,30,22
1,0,11,0,30,22
1,0,11,0,30,22
10,"12156,244532",11,"0,512602661",30,22
10,"11881,430058",11,"0,5010143263",30,23
5,"6804,5885846",11,"0,2869348512",30,23
5,"6752,0205997",11,"0,2847181724",30,24
10,"11763,599877",11,"0,4960456812",30,24
10,"11590,204042",11,"0,4887339521",30,25
5,"6247,1790218",11,"0,2634300899",30,25
10,"11281,781145",11,"0,4757284226",30,26
5,"6041,371136",11,"0,2547516145",30,26
1,0,11,0,30,27
1,0,11,0,30,27
1,0,11,0,30,27
1,0,11,0,30,27
5,"5818,5677064",11,"0,2453564735",30,27
10,"10892,945901",11,"0,4593320774",30,27
5,"5722,6049497",11,"0,2413099307",30,28
10,"10716,584367",11,"0,4518952913",30,28
5,"5581,9141854",11,"0,235377304",30,29
10,"10649,602051",11,"0,4490707912",30,29
5,"5425,3992013",11,"0,2287774041",30,30
10,"10485,752054",11,"0,4421615896",30,30
10,"10373,791485",11,"0,4374404534",30,31
1,0,11,0,30,31
1,0,11,0,30,31
1,0,11,0,30,31
1,0,11,0,30,31
1,0,11,0,30,31
5,"5104,6109409",11,"0,2152504538",30,31
10,"10121,726748",11,"0,4268114261",30,32
5,"4973,0640145",11,"0,2097034031",30,32
5,"4850,6079475",11,"0,2045396944",30,33
10,"9838,6289363",11,"0,4148738009",30,33
10,"9776,471892",11,"0,4122527721",30,34
5,"4704,0921748",11,"0,1983614397",30,34
10,"9479,6717788",11,"0,3997373503",30,35
5,"4455,2577163",11,"0,1878686263",30,35
1,0,11,0,30,35
1,0,11,0,30,35
1,0,11,0,30,35
1,0,11,0,30,35
5,"4422,6826335",11,"0,1864950052",30,36
10,"9390,9063189",11,"0,395994302",30,36
5,"4290,1838872",11,"0,1809078183",30,37
10,"9224,5763987",11,"0,3889805273",30,37
5,"3954,8176378",11,"0,1667661455",30,38
10,"9108,3611024",11,"0,3840799785",30,38
10,"8961,8453297",11,"0,3779017238",30,39
5,"3642,77646",11,"0,1536080409",30,39
1,0,11,0,30,40
1,0,11,0,30,40
1,0,11,0,30,40
1,0,11,0,30,40
1,0,11,0,30,40
5,"3642,77646",11,"0,1536080409",30,40
10,"8688,7511203",11,"0,3663859289",30,40
5,"3364,656237",11,"0,1418803098",30,41
10,"8532,2361362",11,"0,359786029",30,41
5,"3189,1621794",11,"0,1344801032",30,42
10,"8470,3868313",11,"0,357177977",30,42
10,"8418,3326548",11,"0,3549829644",30,43
5,"3055,1018817",11,"0,1288270691",30,43
5,"3013,2725268",11,"0,1270632152",30,44
10,"8368,3250888",11,"0,352874253",30,44
1,0,11,0,30,45
1,0,11,0,30,45
1,0,11,0,30,45
1,0,11,0,30,45
5,"2844,9801303",11,"0,1199666872",30,45
10,"8159,8907924",11,"0,3440850275",30,45
10,"8003,3758083",11,"0,3374851275",30,46
5,"2637,0447997",11,"0,111198502",30,46
10,"7980,7765551",11,"0,3365321657",30,47
5,"2637,0447997",11,"0,111198502",30,47
5,"2372,0700812",11,"0,1000250885",30,48
10,"7844,0313057",11,"0,3307659129",30,48
5,"2245,4405528",11,"0,094685394",30,49
1,0,11,0,30,49
1,0,11,0,30,49
1,0,11,0,30,49
1,0,11,0,30,49
1,0,11,0,30,49
10,"7810,4404492",11,"0,3293494588",30,49
10,"7780,1533617",11,"0,3280723175",30,50
5,"2130,6122814",11,"0,089843333",30,50
5,"2004,5266893",11,"0,084526575",30,51
10,"7702,1583862",11,"0,3247834373",30,51
10,"7681,8391523",11,"0,323926619",30,52
5,"1766,8067122",11,"0,0745024353",30,52
10,"7638,7596676",11,"0,3221100499",30,53
5,"1636,5731964",11,"0,0690107683",30,53
1,0,11,0,30,54
1,0,11,0,30,54
1,0,11,0,30,54
1,0,11,0,30,54
5,"1636,5731964",11,"0,0690107683",30,54
10,"7313,2178358",11,"0,3083826517",30,54
5,"1522,669715",11,"0,0642077038",30,55
10,"6947,8363989",11,"0,2929753031",30,55
10,"6862,2112113",11,"0,2893646733",30,56
5,"1484,8109798",11,"0,0626112824",30,56
5,"1410,576211",11,"0,059480962",30,57
10,"6512,7838578",11,"0,2746300741",30,57
5,"1405,3042561",11,"0,059258655",30,58
1,0,11,0,30,58
1,0,11,0,30,58
1,0,11,0,30,58
1,0,11,0,30,58
1,0,11,0,30,58
10,"6399,3196642",11,"0,2698455333",30,58
5,"1405,3042561",11,"0,059258655",30,59
10,"6141,8278112",11,"0,2589876562",30,59
5,"1201,3851411",11,"0,050659825",30,60
10,"6121,8621738",11,"0,2581457482",30,60
1,"22485,279634",12,"0,9979856957",30,0
5,"22530,663245",12,1,30,0
10,"22530,663245",12,1,30,0
5,"19348,344485",12,"0,8587560994",30,1
10,"16284,163844",12,"0,7227556361",30,1
1,"14085,647147",12,"0,6251767644",30,1
1,"13543,501797",12,"0,6011142082",30,2
5,"16819,286536",12,"0,7465064989",30,2
10,"14943,59185",12,"0,6632557456",30,2
1,"13052,949013",12,"0,5793415343",30,3
10,"13933,991572",12,"0,6184456898",30,3
5,"12605,260439",12,"0,5594713436",30,3
10,"13432,878712",12,"0,5962043179",30,4
5,"11587,062238",12,"0,514279678",30,4
1,"12279,094006",12,"0,5449947866",30,4
5,"10898,02942",12,"0,4836976747",30,5
1,"5572,3932039",12,"0,2473248632",30,5
10,"12864,598191",12,"0,5709817794",30,5
10,"12730,907535",12,"0,565048059",30,6
5,"10171,00744",12,"0,451429562",30,6
1,"3994,7436551",12,"0,1773025326",30,6
10,"12273,836474",12,"0,5447614365",30,7
5,"9572,4870809",12,"0,4248648598",30,7
1,"3574,3597608",12,"0,1586442317",30,7
1,"3324,2973968",12,"0,1475454744",30,8
5,"9099,3085639",12,"0,4038633246",30,8
10,"12150,711724",12,"0,5392966728",30,8
1,"2354,9768249",12,"0,1045231913",30,9
5,"8873,0824968",12,"0,3938225165",30,9
10,"11927,029516",12,"0,5293687712",30,9
1,"2343,1057969",12,"0,1039963081",30,10
5,"8403,8865824",12,"0,3729977449",30,10
10,"11817,003279",12,"0,5244853713",30,10
10,"11605,047532",12,"0,5150779365",30,11
1,"2120,2891597",12,"0,094106824",30,11
5,"7865,5485607",12,"0,3491041731",30,11
1,"1998,7445272",12,"0,0887121922",30,12
10,"11433,4538",12,"0,5074619276",30,12
5,"7597,5806424",12,"0,3372106964",30,12
10,"11125,76683",12,"0,4938055622",30,13
5,"7320,2486318",12,"0,3249016042",30,13
1,"1933,4848964",12,"0,0858157115",30,13
1,"1876,6890707",12,"0,083294888",30,14
10,"10955,25151",12,"0,4862374175",30,14
5,"7110,1082679",12,"0,3155747432",30,14
10,"10955,25151",12,"0,4862374175",30,15
1,"1783,3430179",12,"0,0791518207",30,15
5,"6804,8004352",12,"0,3020239733",30,15
5,"6700,395008",12,"0,2973900473",30,16
10,"10747,167849",12,"0,4770018411",30,16
1,"1772,9272738",12,"0,0786895288",30,16
1,"1763,1112736",12,"0,0782538558",30,17
10,"10721,637176",12,"0,4758686888",30,17
5,"6629,0440626",12,"0,29422321",30,17
5,"6505,5787611",12,"0,2887433313",30,18
1,"1698,1944614",12,"0,0753725908",30,18
10,"10603,654426",12,"0,4706321475",30,18
5,"6469,3273128",12,"0,2871343485",30,19
1,"1624,2061134",12,"0,0720886951",30,19
10,"10497,217325",12,"0,4659080477",30,19
10,"10439,359363",12,"0,4633400824",30,20
1,"1559,6588213",12,"0,0692238308",30,20
5,"6406,7776124",12,"0,2843581453",30,20
5,"5645,6539935",12,"0,2505764669",30,21
1,"1549,8428212",12,"0,0687881579",30,21
10,"10432,328834",12,"0,4630280396",30,21
10,"10398,042283",12,"0,4615062668",30,22
5,"5376,8712864",12,"0,2386468267",30,22
1,"1308,4405427",12,"0,0580737694",30,22
5,"4840,5611644",12,"0,214843261",30,23
1,"1250,7981595",12,"0,0555153724",30,23
10,"10082,837478",12,"0,4475162301",30,23
5,"4797,0346384",12,"0,2129113815",30,24
1,"1250,7981595",12,"0,0555153724",30,24
10,"9939,6573967",12,"0,4411613315",30,24
10,"9898,8185673",12,"0,4393487426",30,25
1,"1142,077105",12,"0,0506899017",30,25
5,"4683,4282017",12,"0,2078690783",30,25
10,"9898,8185673",12,"0,4393487426",30,26
5,"4248,3214851",12,"0,1885573203",30,26
1,"1109,7040898",12,"0,0492530592",30,26
1,"1060,5510726",12,"0,0470714537",30,27
5,"4130,5036236",12,"0,1833280973",30,27
10,"9470,2839612",12,"0,4203286809",30,27
1,"997,20887177",12,"0,0442600762",30,28
5,"4055,8317204",12,"0,1800138627",30,28
10,"9356,1434711",12,"0,4152626742",30,28
1,"974,9406272",12,"0,0432717234",30,29
5,"3866,9719295",12,"0,1716315178",30,29
10,"9320,1190765",12,"0,413663769",30,29
1,"972,10461268",12,"0,0431458498",30,30
10,"9319,2216516",12,"0,4136239378",30,30
5,"3866,9719295",12,"0,1716315178",30,30
1,"858,32796604",12,"0,038095992",30,31
5,"3728,0279371",12,"0,1654646335",30,31
10,"9145,9809968",12,"0,4059348319",30,31
5,"3605,3891953",12,"0,1600214408",30,32
1,"858,32796604",12,"0,038095992",30,32
10,"8248,110664",12,"0,3660837932",30,32
5,"3605,3891953",12,"0,1600214408",30,33
10,"7922,4139024",12,"0,351628082",30,33
1,"832,68772378",12,"0,0369579765",30,33
1,"832,68772378",12,"0,0369579765",30,34
10,"7654,1000689",12,"0,3397192522",30,34
5,"3500,7180198",12,"0,1553757198",30,34
5,"3424,1466371",12,"0,1519771788",30,35
10,"7534,1600763",12,"0,3343958407",30,35
1,"660,69516386",12,"0,0293242661",30,35
10,"7534,1600763",12,"0,3343958407",30,36
5,"3121,3523955",12,"0,1385379721",30,36
1,"644,8486448",12,"0,0286209348",30,36
5,"2966,3376491",12,"0,1316578042",30,37
1,"592,60779238",12,"0,0263022791",30,37
10,"7362,9587467",12,"0,3267972481",30,37
5,"2952,0959335",12,"0,1310257005",30,38
10,"7006,1156918",12,"0,3109591411",30,38
1,"553,18554845",12,"0,0245525639",30,38
5,"2742,6150434",12,"0,1217281095",30,39
1,"553,18554845",12,"0,0245525639",30,39
10,"6906,6377907",12,"0,3065439182",30,39
10,"6806,3862102",12,"0,3020943563",30,40
1,"452,81687392",12,"0,0200978049",30,40
5,"2581,975966",12,"0,1145983116",30,40
5,"1913,4987294",12,"0,0849286463",30,41
10,"6806,3862102",12,"0,3020943563",30,41
1,"362,4864922",12,"0,0160885851",30,41
1,"352,3877745",12,"0,015640364",30,42
10,"6575,5253749",12,"0,2918478388",30,42
5,"1470,5556468",12,"0,0652690793",30,42
10,"6467,0987259",12,"0,287035435",30,43
1,"284,09269881",12,"0,0126091583",30,43
5,"1248,419506",12,"0,0554097983",30,43
5,"1008,5004021",12,"0,044761239",30,44
1,0,12,0,30,44
10,"6268,6479527",12,"0,2782274043",30,44
1,0,12,0,30,45
1,0,12,0,30,45
5,"617,69063531",12,"0,0274155549",30,45
10,"6236,3559702",12,"0,2767941584",30,45
5,"354,11261893",12,"0,0157169194",30,46
10,"6153,118858",12,"0,2730997659",30,46
10,"5868,7265966",12,"0,2604773119",30,47
5,"48,697959886",12,"0,0021614082",30,47
5,0,12,0,30,47
5,0,12,0,30,47
10,"5868,7265966",12,"0,2604773119",30,48
10,"5755,6386564",12,"0,2554580215",30,49
1,0,12,0,30,49
1,0,12,0,30,49
1,0,12,0,30,49
1,0,12,0,30,49
10,"5564,8347404",12,"0,2469893886",30,50
10,"5490,6327961",12,"0,2436960127",30,51
5,0,12,0,30,52
5,0,12,0,30,52
5,0,12,0,30,52
5,0,12,0,30,52
10,"5315,5902031",12,"0,2359269297",30,52
1,0,12,0,30,53
1,0,12,0,30,53
1,0,12,0,30,53
1,0,12,0,30,53
10,"5236,2334179",12,"0,2324047615",30,53
10,"5072,4139049",12,"0,2251338032",30,54
10,"5035,3691288",12,"0,2234896094",30,55
10,"4973,0382125",12,"0,2207231167",30,56
5,0,12,0,30,56
5,0,12,0,30,56
5,0,12,0,30,56
5,0,12,0,30,56
5,0,12,0,30,56
1,0,12,0,30,57
1,0,12,0,30,57
1,0,12,0,30,57
1,0,12,0,30,57
10,"4895,0085625",12,"0,217259852",30,57
10,"4819,9823721",12,"0,2139298928",30,58
10,"4819,9823721",12,"0,2139298928",30,59
10,"4478,8348961",12,"0,1987884177",30,60
5,0,12,0,30,60
5,0,12,0,30,60
1,0,12,0,30,61
1,0,12,0,30,61
1,"24322,276127",13,1,30,0
5,"24322,276127",13,1,30,0
10,"24322,276127",13,1,30,0
1,"14453,01232",13,"0,5942294317",30,1
5,"17767,174734",13,"0,7304898045",30,1
10,"20141,339234",13,"0,8281025644",30,1
1,"9940,2187204",13,"0,4086878493",30,2
10,"18680,774383",13,"0,7680520641",30,2
5,"15250,89363",13,"0,6270339811",30,2
10,"17725,465355",13,"0,7287749412",30,3
1,"4826,9891403",13,"0,1984595979",30,3
5,"14141,3338",13,"0,5814149024",30,3
1,"2994,7032523",13,"0,1231259458",30,4
5,"12852,617534",13,"0,5284298833",30,4
10,"16577,519368",13,"0,681577632",30,4
1,"1991,6789597",13,"0,0818870302",30,5
10,"14952,834905",13,"0,6147794239",30,5
5,"11584,606226",13,"0,4762961396",30,5
10,"14301,098353",13,"0,5879835538",30,6
1,"1861,7968183",13,"0,0765469814",30,6
5,"10425,394084",13,"0,4286356273",30,6
1,"1799,8824257",13,"0,0740013976",30,7
5,"9789,9146954",13,"0,4025081635",30,7
10,"13287,759413",13,"0,5463205559",30,7
10,"12865,934415",13,"0,5289774011",30,8
1,"1711,0902952",13,"0,070350747",30,8
5,"9175,0014045",13,"0,377226266",30,8
10,"12069,400961",13,"0,4962282682",30,9
1,"656,52208816",13,"0,0269926254",30,9
5,"8584,832117",13,"0,3529617077",30,9
5,"8021,2778894",13,"0,3297914162",30,10
10,"11329,195241",13,"0,465795026",30,10
1,0,13,0,30,10
1,0,13,0,30,10
1,0,13,0,30,10
5,"7819,9034017",13,"0,3215119901",30,11
10,"10795,471557",13,"0,4438512046",30,11
10,"10643,19993",13,"0,4375906216",30,12
5,"7363,8361707",13,"0,3027609806",30,12
5,"7235,9563089",13,"0,2975032547",30,13
10,"10438,547505",13,"0,4291764246",30,13
10,"9362,4418684",13,"0,3849328007",30,14
5,"6961,6844638",13,"0,2862266848",30,14
1,0,13,0,30,14
1,0,13,0,30,14
1,0,13,0,30,14
1,0,13,0,30,14
10,"9093,4475737",13,"0,3738732151",30,15
5,"6341,2447149",13,"0,2607175694",30,15
5,"5782,894452",13,"0,2377612367",30,16
10,"8708,8299009",13,"0,3580598237",30,16
10,"8700,078833",13,"0,3577000272",30,17
5,"5161,0103024",13,"0,2121927354",30,17
5,"5065,0521622",13,"0,2082474574",30,18
10,"8615,7058684",13,"0,3542310688",30,18
1,0,13,0,30,19
1,0,13,0,30,19
1,0,13,0,30,19
1,0,13,0,30,19
10,"8431,6975955",13,"0,3466656472",30,19
5,"4771,1711626",13,"0,1961646656",30,19
5,"4586,6188962",13,"0,1885768779",30,20
10,"8246,9855591",13,"0,3390712907",30,20
10,"8133,5952584",13,"0,3344092969",30,21
5,"4334,7962212",13,"0,1782232961",30,21
5,"3907,6855877",13,"0,1606628248",30,22
10,"8041,9393419",13,"0,330640903",30,22
1,0,13,0,30,23
1,0,13,0,30,23
1,0,13,0,30,23
1,0,13,0,30,23
1,0,13,0,30,23
5,"3586,5295072",13,"0,1474586296",30,23
10,"8041,2580946",13,"0,3306128938",30,23
10,"7763,8744282",13,"0,3192083828",30,24
5,"3334,1585021",13,"0,1370825035",30,24
10,"7673,5773524",13,"0,3154958571",30,25
5,"3189,8913335",13,"0,1311510204",30,25
5,"3064,4904506",13,"0,1259952167",30,26
10,"7324,7683742",13,"0,3011547248",30,26
10,"7291,3563746",13,"0,2997810047",30,27
5,"2821,7700479",13,"0,1160158709",30,27
1,0,13,0,30,27
1,0,13,0,30,27
1,0,13,0,30,27
1,0,13,0,30,27
5,"2683,8807548",13,"0,1103466115",30,28
10,"6933,8164674",13,"0,2850809041",30,28
10,"6898,8044157",13,"0,2836413985",30,29
5,"2523,8882204",13,"0,1037685868",30,29
5,"2285,7320771",13,"0,0939768986",30,30
10,"6625,287102",13,"0,2723958509",30,30
10,"6424,4700599",13,"0,264139344",30,31
5,"2105,6115974",13,"0,086571322",30,31
1,0,13,0,30,32
1,0,13,0,30,32
1,0,13,0,30,32
1,0,13,0,30,32
5,"2047,6449278",13,"0,0841880471",30,32
10,"6104,3075529",13,"0,2509759992",30,32
10,"6004,3092067",13,"0,2468646098",30,33
5,"2022,3966694",13,"0,0831499757",30,33
10,"5721,2468446",13,"0,2352266217",30,34
5,"1953,3253862",13,"0,0803101394",30,34
10,"5511,4062689",13,"0,226599116",30,35
5,"1865,4652834",13,"0,0766978088",30,35
5,"1765,8809859",13,"0,0726034429",30,36
1,0,13,0,30,36
1,0,13,0,30,36
1,0,13,0,30,36
1,0,13,0,30,36
1,0,13,0,30,36
10,"5367,3369262",13,"0,2206757665",30,36
10,"5157,0961995",13,"0,2120318087",30,37
5,"1611,2136447",13,"0,0662443612",30,37
5,"1330,8967573",13,"0,054719252",30,38
10,"4914,1382357",13,"0,2020426958",30,38
10,"4794,6461333",13,"0,197129829",30,39
5,"1233,0691307",13,"0,0506971109",30,39
5,"1157,3473114",13,"0,0475838406",30,40
10,"4752,5298339",13,"0,1953982353",30,40
1,0,13,0,30,41
1,0,13,0,30,41
1,0,13,0,30,41
1,0,13,0,30,41
10,"4621,1475202",13,"0,1899965076",30,41
5,"1005,0585866",13,"0,0413225547",30,41
5,"780,97950816",13,"0,0321096391",30,42
10,"4421,2107039",13,"0,1817761907",30,42
5,"579,34271406",13,"0,0238194284",30,43
10,"4068,0840433",13,"0,1672575388",30,43
10,"3890,5205606",13,"0,159957092",30,44
5,"310,86889745",13,"0,012781242",30,44
5,"179,69703295",13,"0,0073881668",30,45
10,"3837,4251285",13,"0,157774096",30,45
1,0,13,0,30,45
1,0,13,0,30,45
1,0,13,0,30,45
1,0,13,0,30,45
1,0,13,0,30,45
10,"3808,7023557",13,"0,1565931715",30,46
5,"70,378701007",13,"0,0028935902",30,46
5,0,13,0,30,47
10,"3789,167087",13,"0,1557899872",30,47
5,0,13,0,30,48
5,0,13,0,30,48
10,"3582,1685136",13,"0,1472793292",30,48
10,"3524,1315337",13,"0,1448931636",30,49
1,0,13,0,30,50
1,0,13,0,30,50
1,0,13,0,30,50
1,0,13,0,30,50
10,"3429,453945",13,"0,1410005349",30,50
10,"3223,5167291",13,"0,1325335142",30,51
10,"3153,6354339",13,"0,1296603746",30,52
5,0,13,0,30,52
5,0,13,0,30,52
5,0,13,0,30,52
5,0,13,0,30,52
5,0,13,0,30,52
10,"3153,6354339",13,"0,1296603746",30,53
1,0,13,0,30,54
1,0,13,0,30,54
1,0,13,0,30,54
1,0,13,0,30,54
1,0,13,0,30,54
10,"2776,7837219",13,"0,1141662773",30,54
10,"2700,07081",13,"0,1110122587",30,55
10,"2621,0248512",13,"0,1077623179",30,56
5,0,13,0,30,57
5,0,13,0,30,57
5,0,13,0,30,57
5,0,13,0,30,57
5,0,13,0,30,57
10,"2621,0248512",13,"0,1077623179",30,57
10,"2554,9917902",13,"0,1050473967",30,58
1,0,13,0,30,59
1,0,13,0,30,59
1,0,13,0,30,59
1,0,13,0,30,59
10,"2554,9917902",13,"0,1050473967",30,59
10,"1122,3688954",13,"0,046145718",30,60
5,0,13,0,30,61
1,"23917,084651",14,1,30,0
5,"23917,084651",14,1,30,0
